onset	duration	trial_type
973.856666666667	0	117
976.04	0	113
976.306666666667	0	117
978.340833333333	0	113
978.565833333333	0	117
981.3925	0	7
983.390833333333	0	27
985.191666666667	0	117
985.316666666667	0	113
988.008333333333	0	117
989.816666666667	0	113
990.2425	0	117
992.3925	0	113
994.800833333333	0	117
998.404166666667	0	5
1000.40166666667	0	25
1001.76833333333	0	109
1002.36833333333	0	121
1004.59416666667	0	109
1005.11083333333	0	121
1007.1775	0	109
1007.8525	0	121
1009.91916666667	0	109
1010.295	0	121
1012.86166666667	0	109
1015.40583333333	0	3
1017.40333333333	0	23
1019.22083333333	0	125
1019.77083333333	0	105
1021.45416666667	0	125
1022.23	0	105
1024.34666666667	0	125
1027.24666666667	0	105
1029.32166666667	0	125
1029.33083333333	0	105
1032.4075	0	6
1034.40583333333	0	26
1035.44833333333	0	110
1036.50666666667	0	122
1038.14833333333	0	110
1038.89833333333	0	122
1040.415	0	110
1041.08166666667	0	122
1042.735	0	110
1043.91583333333	0	122
1046.69916666667	0	110
1049.41083333333	0	8
1051.40833333333	0	28
1053.38333333333	0	118
1053.65833333333	0	114
1055.63416666667	0	118
1056.17583333333	0	114
1057.8425	0	118
1058.6175	0	114
1060.9175	0	118
1063.55166666667	0	114
1074.89833333333	0	6
1076.89583333333	0	26
1078.91333333333	0	122
1079.245	0	110
1081.32083333333	0	122
1081.69583333333	0	110
1084.15416666667	0	122
1086.67916666667	0	110
1088.53	0	122
1089.09666666667	0	110
1091.89916666667	0	6
1093.89666666667	0	26
1095.18083333333	0	122
1095.51416666667	0	110
1098.6475	0	122
1100.53166666667	0	110
1101.265	0	122
1103.415	0	110
1103.44	0	122
1106.33166666667	0	110
1108.90083333333	0	8
1110.89916666667	0	28
1112.12416666667	0	114
1112.9325	0	118
1115.68333333333	0	114
1118.00833333333	0	118
1118.26666666667	0	114
1120.5675	0	118
1120.6275	0	114
1123.0175	0	118
1125.90333333333	0	2
1127.90166666667	0	22
1129.61833333333	0	130
1129.82666666667	0	102
1131.785	0	130
1132.11	0	102
1134.13583333333	0	130
1134.3025	0	102
1136.26083333333	0	130
1136.6525	0	102
1138.66083333333	0	130
1140.35333333333	0	102
1142.90583333333	0	8
1144.91166666667	0	28
1145.97	0	114
1146.3125	0	118
1148.0125	0	114
1149.3875	0	118
1150.8875	0	114
1151.5875	0	118
1154.39666666667	0	114
1156.43833333333	0	118
1156.89666666667	0	114
1159.915	0	4
1161.91416666667	0	24
1163.10583333333	0	106
1164.00583333333	0	126
1165.40583333333	0	106
1166.79	0	126
1168.82333333333	0	106
1169.215	0	126
1170.915	0	106
1171.28166666667	0	126
1173.5575	0	106
1173.64083333333	0	126
1176.91916666667	0	5
1178.91583333333	0	25
1180.26666666667	0	109
1181.06666666667	0	121
1183.43333333333	0	109
1183.58333333333	0	121
1186.30916666667	0	109
1188.70083333333	0	121
1188.80083333333	0	109
1191.15166666667	0	121
1193.92	0	3
1195.91833333333	0	23
1197.535	0	125
1197.71	0	105
1200.2775	0	125
1200.31916666667	0	105
1202.88583333333	0	125
1202.98583333333	0	105
1205.22833333333	0	125
1205.495	0	105
1208.31166666667	0	125
1210.9225	0	6
1212.92083333333	0	26
1214.6375	0	110
1215.12916666667	0	122
1217.09666666667	0	110
1217.55416666667	0	122
1219.42166666667	0	110
1219.96333333333	0	122
1221.705	0	110
1222.53	0	122
1224.43916666667	0	110
1224.9475	0	122
1227.925	0	4
1229.9225	0	24
1232.13166666667	0	106
1232.35666666667	0	126
1234.615	0	106
1237.24083333333	0	126
1239.5575	0	106
1239.59916666667	0	126
1241.64916666667	0	106
1244.92666666667	0	4
1246.925	0	24
1248.11666666667	0	106
1249.20833333333	0	126
1251.32583333333	0	106
1251.72583333333	0	126
1253.58416666667	0	106
1254.37583333333	0	126
1256.59333333333	0	106
1258.86	0	126
1258.99333333333	0	106
1261.92833333333	0	2
1263.9275	0	22
1265.76916666667	0	102
1265.83583333333	0	130
1268.49416666667	0	102
1268.7025	0	130
1270.96166666667	0	102
1271.33666666667	0	130
1273.345	0	102
1273.86166666667	0	130
1275.71166666667	0	102
1275.92916666667	0	130
1278.94	0	4
1280.9375	0	24
1282.12916666667	0	126
1283.13833333333	0	106
1284.33	0	126
1285.555	0	106
1287.76333333333	0	126
1287.805	0	106
1290.65583333333	0	126
1292.86416666667	0	106
1293.16416666667	0	126
1295.94	0	6
1297.94	0	26
1299.64833333333	0	110
1300.20666666667	0	122
1302.2825	0	110
1302.47416666667	0	122
1305.11583333333	0	110
1307.57416666667	0	122
1307.64916666667	0	110
1309.84166666667	0	122
1312.945	0	3
1314.94166666667	0	23
1316.75083333333	0	125
1317.25916666667	0	105
1319.70083333333	0	125
1322.16833333333	0	105
1322.36166666667	0	125
1324.37666666667	0	105
1324.56	0	125
1326.52666666667	0	105
1327.29333333333	0	125
1329.94583333333	0	8
1331.94416666667	0	28
1333.34416666667	0	118
1334.03583333333	0	114
1336.745	0	118
1336.895	0	114
1338.895	0	118
1339.095	0	114
1340.97833333333	0	118
1341.40416666667	0	114
1343.99583333333	0	118
1344.1375	0	114
1346.9475	0	2
1348.94666666667	0	22
1350.63833333333	0	102
1351.08	0	130
1353.54666666667	0	102
1353.83833333333	0	130
1355.6475	0	102
1356.15583333333	0	130
1358.60583333333	0	102
1361.19833333333	0	130
1363.95083333333	0	6
1365.94833333333	0	26
1367.82416666667	0	110
1368.32416666667	0	122
1369.84083333333	0	110
1370.8325	0	122
1372.44083333333	0	110
1373.09916666667	0	122
1374.475	0	110
1375.18333333333	0	122
1377.25	0	110
1378.25	0	122
1380.95083333333	0	2
1382.95083333333	0	22
1384.35916666667	0	130
1384.62583333333	0	102
1387.59333333333	0	130
1389.685	0	102
1390.05166666667	0	130
1392.535	0	102
1395.23583333333	0	130
1397.95416666667	0	6
1399.9525	0	26
1402.08666666667	0	110
1402.20333333333	0	122
1404.50333333333	0	110
1406.84583333333	0	122
1409.3625	0	110
1411.12083333333	0	122
1411.8875	0	110
1444.64416666667	0	1
1446.6425	0	21
1448.1775	0	129
1448.3175	0	101
1451.22583333333	0	129
1453.69333333333	0	101
1455.79333333333	0	129
1456.585	0	101
1458.8275	0	129
1458.99416666667	0	101
1461.655	0	5
1463.6525	0	25
1465.60333333333	0	109
1465.81166666667	0	121
1467.75333333333	0	109
1468.51166666667	0	121
1471.07	0	109
1473.07916666667	0	121
1473.10416666667	0	109
1475.22083333333	0	121
1476.0875	0	109
1478.65666666667	0	4
1480.655	0	24
1482.405	0	106
1482.77166666667	0	126
1484.46416666667	0	106
1485.00583333333	0	126
1487.8225	0	106
1489.90583333333	0	126
1489.96416666667	0	106
1492.78166666667	0	126
1492.92333333333	0	106
1495.65916666667	0	2
1497.65666666667	0	22
1499.09083333333	0	102
1499.1075	0	130
1501.74916666667	0	102
1504.02416666667	0	130
1504.16666666667	0	102
1507.175	0	130
1509.5175	0	102
1509.75916666667	0	130
1512.66166666667	0	7
1514.6675	0	27
1517.01833333333	0	113
1517.035	0	117
1519.185	0	113
1521.77666666667	0	117
1523.64333333333	0	113
1524.0025	0	117
1526.36916666667	0	113
1527.06083333333	0	117
1529.67083333333	0	4
1531.67166666667	0	24
1532.75333333333	0	126
1533.96166666667	0	106
1536.07083333333	0	126
1536.50416666667	0	106
1538.92083333333	0	126
1540.80416666667	0	106
1541.62083333333	0	126
1543.88833333333	0	106
1543.94666666667	0	126
1546.67416666667	0	8
1548.67166666667	0	28
1549.7975	0	118
1550.95583333333	0	114
1552.01416666667	0	118
1553.30583333333	0	114
1554.81416666667	0	118
1555.78916666667	0	114
1557.74833333333	0	118
1558.48166666667	0	114
1559.94	0	118
1560.615	0	114
1563.675	0	7
1565.67416666667	0	27
1566.89916666667	0	117
1567.51583333333	0	113
1570.33333333333	0	117
1572.95	0	113
1575.03333333333	0	117
1577.1925	0	113
1578.10916666667	0	117
1580.67833333333	0	6
1582.67583333333	0	26
1583.85166666667	0	122
1584.06	0	110
1587.635	0	122
1589.1275	0	110
1589.78583333333	0	122
1592.38583333333	0	110
1594.8525	0	122
1597.68083333333	0	1
1599.68666666667	0	21
1600.945	0	101
1602.1375	0	129
1603.2875	0	101
1604.27916666667	0	129
1605.3625	0	101
1606.5125	0	129
1609.46333333333	0	101
1611.555	0	129
1611.755	0	101
1614.69	0	8
1616.68916666667	0	28
1618.06416666667	0	114
1618.13083333333	0	118
1620.43083333333	0	114
1620.59	0	118
1623.14833333333	0	114
1623.49833333333	0	118
1626.015	0	114
1626.465	0	118
1628.04916666667	0	114
1628.52416666667	0	118
1631.6925	0	7
1633.69083333333	0	27
1634.725	0	117
1635.28333333333	0	113
1638.2	0	117
1640.98416666667	0	113
1643.43416666667	0	117
1645.9425	0	113
1645.98416666667	0	117
1648.69583333333	0	1
1650.70166666667	0	21
1652.06	0	101
1653.085	0	129
1655.01083333333	0	101
1655.53583333333	0	129
1657.3775	0	101
1658.1525	0	129
1660.17	0	101
1660.645	0	129
1663.16166666667	0	101
1665.70583333333	0	5
1667.70416666667	0	25
1669.6375	0	121
1670.02083333333	0	109
1672.5625	0	121
1674.405	0	109
1674.88	0	121
1677.62166666667	0	109
1679.33833333333	0	121
1680.16416666667	0	109
1682.7175	0	1
1684.71416666667	0	21
1685.78083333333	0	129
1685.82333333333	0	101
1688.38166666667	0	129
1688.49	0	101
1691.30666666667	0	129
1691.92333333333	0	101
1693.82416666667	0	129
1694.24083333333	0	101
1695.94083333333	0	129
1696.87416666667	0	101
1699.71833333333	0	3
1701.71666666667	0	23
1703.1	0	105
1704.15	0	125
1705.15083333333	0	105
1706.58416666667	0	125
1708.88416666667	0	105
1709.17583333333	0	125
1711.47583333333	0	105
1711.48416666667	0	125
1714.06833333333	0	105
1716.72	0	1
1718.71833333333	0	21
1719.99416666667	0	129
1720.19416666667	0	101
1722.7025	0	129
1724.97	0	101
1725.92833333333	0	129
1727.745	0	101
1728.36166666667	0	129
1730.10333333333	0	101
1730.61166666667	0	129
1733.7325	0	7
1735.72916666667	0	27
1736.92916666667	0	113
1737.505	0	117
1740.44666666667	0	113
1742.64666666667	0	117
1743.105	0	113
1744.71416666667	0	117
1745.5725	0	113
1746.98083333333	0	117
1748.03916666667	0	113
1750.73333333333	0	6
1752.73166666667	0	26
1753.90666666667	0	110
1754.19833333333	0	122
1756.69916666667	0	110
1760.17416666667	0	122
1762.06583333333	0	110
1762.56583333333	0	122
1764.34166666667	0	110
1764.64166666667	0	122
1767.735	0	2
1769.73333333333	0	22
1772.02583333333	0	102
1772.13416666667	0	130
1774.12583333333	0	102
1774.28416666667	0	130
1776.18416666667	0	102
1776.44333333333	0	130
1778.51833333333	0	102
1779.385	0	130
1782.185	0	102
1833.63583333333	0	3
1835.63416666667	0	23
1837.37666666667	0	125
1837.9925	0	105
1839.52583333333	0	125
1840.0675	0	105
1841.70083333333	0	125
1842.92583333333	0	105
1843.89333333333	0	125
1845.29333333333	0	105
1847.085	0	125
1847.82666666667	0	105
1850.63583333333	0	2
1852.63583333333	0	22
1854.1775	0	102
1854.36916666667	0	130
1857.33666666667	0	102
1859.05333333333	0	130
1859.67833333333	0	102
1861.095	0	130
1861.8125	0	102
1864.54583333333	0	130
1867.63833333333	0	3
1869.6375	0	23
1870.705	0	125
1871.13833333333	0	105
1873.67166666667	0	125
1876.9975	0	105
1879.3725	0	125
1881.88166666667	0	105
1882.09833333333	0	125
1884.65083333333	0	3
1886.65666666667	0	23
1888.84083333333	0	125
1888.97416666667	0	105
1891.46583333333	0	125
1893.85833333333	0	105
1896.38333333333	0	125
1898.25833333333	0	105
1898.625	0	125
1901.66	0	5
1903.65916666667	0	25
1904.68416666667	0	109
1905.75916666667	0	121
1908.285	0	109
1910.80166666667	0	121
1915.71916666667	0	109
1915.96916666667	0	121
1918.6625	0	6
1920.66083333333	0	26
1922.42833333333	0	122
1922.67	0	110
1925.48666666667	0	122
1927.60416666667	0	110
1930.2125	0	122
1930.22083333333	0	110
1932.84666666667	0	122
1932.99666666667	0	110
1935.66583333333	0	3
1937.67166666667	0	23
1938.83833333333	0	125
1938.93	0	105
1940.95583333333	0	125
1941.73916666667	0	105
1944.6225	0	125
1946.065	0	105
1946.69833333333	0	125
1948.69833333333	0	105
1948.87333333333	0	125
1952.67583333333	0	2
1954.67416666667	0	22
1956.19083333333	0	102
1956.7575	0	130
1958.34166666667	0	102
1959.10833333333	0	130
1962.13333333333	0	102
1963.81666666667	0	130
1964.34166666667	0	102
1967.10916666667	0	130
1969.67833333333	0	5
1971.68416666667	0	25
1973.62666666667	0	121
1973.735	0	109
1975.95166666667	0	121
1978.01833333333	0	109
1978.7275	0	121
1980.46916666667	0	109
1981.6275	0	121
1982.96916666667	0	109
1983.88583333333	0	121
1986.68833333333	0	1
1988.68666666667	0	21
1989.97	0	129
1990.62833333333	0	101
1992.80416666667	0	129
1992.90416666667	0	101
1995.67083333333	0	129
1998.51333333333	0	101
2001.01333333333	0	129
2003.69	0	6
2005.68916666667	0	26
2007.73083333333	0	122
2007.93916666667	0	110
2010.31416666667	0	122
2012.82333333333	0	110
2014.45666666667	0	122
2015.02333333333	0	110
2016.54	0	122
2018.14083333333	0	110
2020.69333333333	0	8
2022.69083333333	0	28
2023.96666666667	0	118
2024.74166666667	0	114
2027.09166666667	0	118
2029.1	0	114
2029.14166666667	0	118
2031.80916666667	0	114
2034.18416666667	0	118
2035.0425	0	114
2037.695	0	5
2039.69333333333	0	25
2041.06833333333	0	109
2041.25166666667	0	121
2043.99416666667	0	109
2045.8275	0	121
2047.06083333333	0	109
2047.84416666667	0	121
2049.3525	0	109
2050.845	0	121
2051.78666666667	0	109
2054.69666666667	0	4
2056.695	0	24
2058.24583333333	0	126
2058.87083333333	0	106
2060.64583333333	0	126
2061.0875	0	106
2063.88	0	126
2063.91333333333	0	106
2066.33833333333	0	126
2068.29666666667	0	106
2069.1225	0	126
2071.7	0	4
2073.70583333333	0	24
2074.93083333333	0	126
2075.28916666667	0	106
2078.19	0	126
2080.69833333333	0	106
2080.73166666667	0	126
2082.7825	0	106
2083.5825	0	126
2085.61583333333	0	106
2086.19083333333	0	126
2088.70916666667	0	4
2090.70833333333	0	24
2091.875	0	126
2092.825	0	106
2095.42583333333	0	126
2095.6175	0	106
2098.08416666667	0	126
2100.55083333333	0	106
2102.50166666667	0	126
2103.035	0	106
2105.71333333333	0	7
2107.71833333333	0	27
2109.81083333333	0	117
2109.9275	0	113
2111.84416666667	0	117
2112.2775	0	113
2114.0275	0	117
2114.78666666667	0	113
2116.27833333333	0	117
2117.695	0	113
2119.295	0	117
2120.00333333333	0	113
2122.7225	0	1
2124.72083333333	0	21
2126.52916666667	0	129
2126.97083333333	0	101
2129.205	0	129
2129.53	0	101
2131.42166666667	0	129
2131.79666666667	0	101
2134.45583333333	0	129
2136.80583333333	0	101
2139.72416666667	0	8
2141.72333333333	0	28
2144.04833333333	0	118
2144.14	0	114
2146.18166666667	0	118
2146.68166666667	0	114
2148.7575	0	118
2149.12416666667	0	114
2151.69083333333	0	118
2153.36666666667	0	114
2153.95833333333	0	118
2156.73583333333	0	5
2158.73333333333	0	25
2160.0425	0	121
2160.65083333333	0	109
2163.4925	0	121
2163.65083333333	0	109
2165.82583333333	0	121
2167.785	0	109
2168.41833333333	0	121
2170.29333333333	0	109
2171.21	0	121
2201.7	0	3
2203.69833333333	0	23
2205.04083333333	0	105
2205.38083333333	0	125
2207.73166666667	0	105
2210.215	0	125
2210.59	0	105
2212.8325	0	125
2212.99083333333	0	105
2215.6325	0	125
2218.7	0	7
2220.7	0	27
2222.425	0	113
2222.91666666667	0	117
2225.13333333333	0	113
2225.40916666667	0	117
2227.5175	0	113
2227.8675	0	117
2230.2175	0	113
2230.3175	0	117
2232.86	0	113
2235.70166666667	0	8
2237.70166666667	0	28
