onset	duration	trial_type
13.155	0	4
14.1708333333333	0	24
16.34	0	113
29.1991666666667	0	6
30.1991666666667	0	26
31.2491666666667	0	121
45.2008333333333	0	6
46.2016666666667	0	26
47.46	0	121
61.2033333333333	0	1
62.2033333333333	0	21
63.7783333333333	0	101
77.2058333333333	0	8
78.2058333333333	0	28
79.8808333333333	0	129
93.2075	0	3
94.2075	0	23
95.85	0	109
109.226666666667	0	8
110.226666666667	0	28
111.943333333333	0	129
125.228333333333	0	8
126.229166666667	0	28
127.320833333333	0	129
141.230833333333	0	6
142.230833333333	0	26
144.573333333333	0	121
157.241666666667	0	2
158.241666666667	0	22
160.566666666667	0	105
173.244166666667	0	4
174.244166666667	0	24
175.719166666667	0	113
189.245833333333	0	2
190.254166666667	0	22
192.4875	0	105
205.2725	0	3
206.273333333333	0	23
208.056666666667	0	109
221.275833333333	0	1
222.275	0	21
224.4925	0	101
237.2775	0	7
238.2775	0	27
240.394166666667	0	125
253.296666666667	0	6
254.296666666667	0	26
255.846666666667	0	121
269.298333333333	0	8
270.298333333333	0	28
272.090833333333	0	129
285.300833333333	0	3
286.300833333333	0	23
288.5675	0	109
301.310833333333	0	6
302.310833333333	0	26
304.061666666667	0	121
317.313333333333	0	3
318.313333333333	0	23
319.4975	0	109
480.301666666667	0	7
481.334166666667	0	27
482.585833333333	0	125
496.3525	0	2
497.361666666667	0	22
499.328333333333	0	105
512.389166666667	0	8
513.39	0	28
515.373333333333	0	129
528.3925	0	7
529.3925	0	27
531.634166666667	0	125
544.394166666667	0	2
545.394166666667	0	22
546.628333333333	0	105
560.413333333333	0	7
561.4125	0	27
563.405	0	125
576.415	0	3
577.415	0	23
579.198333333333	0	109
592.4175	0	7
593.4175	0	27
595.784166666667	0	125
608.4275	0	6
609.429166666667	0	26
610.953333333333	0	121
624.43	0	3
625.43	0	23
627.263333333333	0	109
640.4325	0	4
641.431666666667	0	24
643.715833333333	0	113
656.450833333333	0	1
657.450833333333	0	21
659.4675	0	101
672.4525	0	3
673.453333333333	0	23
675.061666666667	0	109
688.455	0	1
689.455	0	21
691.164166666667	0	101
704.4575	0	1
705.4575	0	21
707.533333333333	0	101
720.459166666667	0	6
721.459166666667	0	26
722.926666666667	0	121
736.461666666667	0	2
737.46	0	22
738.935833333333	0	105
752.4625	0	7
753.470833333333	0	27
755.154166666667	0	125
768.473333333333	0	7
769.473333333333	0	27
770.89	0	125
784.475	0	2
785.475	0	22
787.835	0	105
807.374166666667	0	3
808.371666666667	0	23
810.481666666667	0	109
823.373333333333	0	4
824.374166666667	0	24
826.3575	0	113
839.4	0	6
840.400833333333	0	26
841.634166666667	0	121
855.4025	0	4
856.403333333333	0	24
857.485833333333	0	113
871.405	0	1
872.405	0	21
874.788333333333	0	101
887.415833333333	0	5
888.415	0	25
890.1575	0	117
903.4175	0	3
904.4175	0	23
906.31	0	109
919.42	0	6
920.42	0	26
921.911666666667	0	121
935.421666666667	0	7
936.4225	0	27
938.5975	0	125
951.424166666667	0	8
952.424166666667	0	28
953.499166666667	0	129
967.425833333333	0	8
968.425833333333	0	28
970.669166666667	0	129
983.428333333333	0	5
984.428333333333	0	25
985.628333333333	0	117
999.43	0	8
1000.43083333333	0	28
1001.45583333333	0	129
1015.4325	0	5
1016.44083333333	0	25
1018.26666666667	0	117
1031.46	0	4
1032.46	0	24
1034.19333333333	0	113
1047.46166666667	0	8
1048.47	0	28
1049.64583333333	0	129
1063.4725	0	4
1064.48083333333	0	24
1065.68083333333	0	113
1170.2025	0	4
1171.23583333333	0	24
1172.44416666667	0	113
1186.25583333333	0	2
1187.25583333333	0	22
1188.63916666667	0	105
1202.2575	0	7
1203.2575	0	27
1205.08333333333	0	125
1218.26	0	6
1219.26833333333	0	26
1221.05166666667	0	121
1241.2825	0	3
1242.2875	0	23
1243.38916666667	0	109
1257.29833333333	0	2
1258.29916666667	0	22
1260.34083333333	0	105
1273.32583333333	0	7
1274.33416666667	0	27
1276.6175	0	125
1289.33583333333	0	4
1290.33583333333	0	24
1292.59666666667	0	113
1305.33833333333	0	5
1306.33833333333	0	25
1307.93916666667	0	117
1321.34	0	7
1322.34	0	27
1323.69083333333	0	125
1337.3425	0	1
1338.3425	0	21
1339.79333333333	0	101
1353.34416666667	0	2
1354.345	0	22
1356.61166666667	0	105
1369.34666666667	0	4
1370.34666666667	0	24
1372.04666666667	0	113
1385.34916666667	0	7
1386.34916666667	0	27
1387.64916666667	0	125
1401.35083333333	0	2
1402.35083333333	0	22
1404.74333333333	0	105
1417.35333333333	0	7
1418.35333333333	0	27
1419.80416666667	0	125
1433.35583333333	0	5
1434.35583333333	0	25
1435.7475	0	117
1449.3575	0	8
1450.3575	0	28
1452.55	0	129
1465.38416666667	0	6
1466.38416666667	0	26
1468.37666666667	0	121
1481.38666666667	0	1
1482.38666666667	0	21
1483.79583333333	0	101
1497.38833333333	0	7
1498.38916666667	0	27
1500.28083333333	0	125
1513.39083333333	0	2
1514.39166666667	0	22
1516.2	0	105
1529.39333333333	0	8
1530.39333333333	0	28
1531.77666666667	0	129
1545.39583333333	0	2
1546.395	0	22
1548.24583333333	0	105
1568.25916666667	0	5
1569.2575	0	25
1570.58333333333	0	117
1584.25833333333	0	8
1585.25916666667	0	28
1587.65083333333	0	129
1600.26916666667	0	1
1601.2775	0	21
1602.51916666667	0	101
1616.28	0	5
1617.28083333333	0	25
1618.68	0	117
1632.28166666667	0	5
1633.2825	0	25
1634.52416666667	0	117
1648.28416666667	0	5
1649.28416666667	0	25
1651.43416666667	0	117
1664.28583333333	0	3
1665.28666666667	0	23
1666.3275	0	109
1680.28833333333	0	4
1681.28833333333	0	24
1682.68833333333	0	113
1696.29083333333	0	2
1697.29	0	22
1698.51583333333	0	105
1712.2925	0	4
1713.2925	0	24
1715.70166666667	0	113
1728.29416666667	0	6
1729.295	0	26
1731.28666666667	0	121
1744.29666666667	0	5
1745.29666666667	0	25
1747.73916666667	0	117
1760.29916666667	0	6
1761.29916666667	0	26
1763.04083333333	0	121
1776.30083333333	0	7
1777.30083333333	0	27
1778.45916666667	0	125
1792.30333333333	0	1
1793.30333333333	0	21
1795.1125	0	101
1808.305	0	6
1809.31333333333	0	26
1810.8975	0	121
1824.31583333333	0	3
1825.31583333333	0	23
1826.46666666667	0	109
1840.31833333333	0	3
1841.3175	0	23
1843.035	0	109
1856.32	0	3
1857.32	0	23
1858.86166666667	0	109
1872.32166666667	0	1
1873.3225	0	21
1874.48916666667	0	101
1892.71916666667	0	8
1893.7175	0	28
1895.87666666667	0	129
