onset	duration	trial_type
1908.71833333333	0	1
1909.71833333333	0	21
1911.28583333333	0	101
1924.72083333333	0	3
1925.72083333333	0	23
1927.89583333333	0	109
1940.72333333333	0	2
1941.7225	0	22
1944.14	0	105
1956.72583333333	0	7
1957.72583333333	0	27
1959.00083333333	0	125
1972.72666666667	0	2
1973.7275	0	22
1975.6025	0	105
1988.72916666667	0	8
1989.72916666667	0	28
1991.72083333333	0	129
2004.73166666667	0	2
2005.73166666667	0	22
2007.74	0	105
2020.74166666667	0	4
2021.74166666667	0	24
2023.63416666667	0	113
2036.74416666667	0	4
2037.74416666667	0	24
2039.91916666667	0	113
2052.74583333333	0	8
2053.74583333333	0	28
2055.81333333333	0	129
2068.74833333333	0	4
2069.74833333333	0	24
2071.42333333333	0	113
2084.75	0	1
2085.75	0	21
2086.82583333333	0	101
2100.7525	0	6
2101.7525	0	26
2102.97	0	121
2116.75416666667	0	1
2117.755	0	21
2120.13	0	101
2132.75666666667	0	5
2133.75666666667	0	25
2136.13166666667	0	117
2148.75833333333	0	5
2149.75916666667	0	25
2151.38416666667	0	117
2164.76083333333	0	7
2165.76083333333	0	27
2168.21166666667	0	125
2180.7625	0	6
2181.76333333333	0	26
2183.005	0	121
2196.765	0	3
2197.76583333333	0	23
2198.83416666667	0	109
2225.555	0	5
2226.55333333333	0	25
2228.2625	0	117
2241.555	0	1
2242.55416666667	0	21
2243.64666666667	0	101
2257.565	0	6
2258.57333333333	0	26
2260.18166666667	0	121
2273.57583333333	0	2
2274.57583333333	0	22
2276.1175	0	105
2289.5775	0	2
2290.5775	0	22
2292.68583333333	0	105
2305.5875	0	2
2306.58833333333	0	22
2308.505	0	105
2321.59	0	1
2322.59	0	21
2324.59	0	101
2337.6025	0	6
2338.60083333333	0	26
2339.75916666667	0	121
2353.6025	0	7
2354.6025	0	27
2356.06916666667	0	125
2369.60416666667	0	8
2370.605	0	28
2372.2975	0	129
2385.62333333333	0	3
2386.62333333333	0	23
2388.62416666667	0	109
2401.62583333333	0	3
2402.62583333333	0	23
2403.85916666667	0	109
2417.6275	0	5
2418.62833333333	0	25
2420.66166666667	0	117
2433.63833333333	0	4
2434.63833333333	0	24
2436.71333333333	0	113
2449.64083333333	0	8
2450.64083333333	0	28
2452.3325	0	129
2465.6425	0	1
2466.6425	0	21
2468.70916666667	0	101
2481.64416666667	0	8
2482.64416666667	0	28
2483.95333333333	0	129
2497.64666666667	0	1
2498.64666666667	0	21
2500.23916666667	0	101
2513.64833333333	0	4
2514.64916666667	0	24
2515.8075	0	113
2529.65916666667	0	7
2530.65916666667	0	27
2531.94333333333	0	125
2551.6725	0	5
2552.67166666667	0	25
2554.105	0	117
2567.6725	0	1
2568.67083333333	0	21
2570.19666666667	0	101
2583.67333333333	0	2
2584.67333333333	0	22
2585.83166666667	0	105
2599.675	0	6
2600.675	0	26
2601.9425	0	121
2615.6775	0	4
2616.67916666667	0	24
2619.08916666667	0	113
2631.6975	0	3
2632.6975	0	23
2634.55666666667	0	109
2647.7	0	1
2648.7	0	21
2650.99166666667	0	101
2663.70166666667	0	4
2664.70166666667	0	24
2666.21916666667	0	113
2679.72083333333	0	3
2680.72083333333	0	23
2682.49583333333	0	109
2695.72333333333	0	4
2696.7225	0	24
2697.815	0	113
2711.725	0	8
2712.73166666667	0	28
2715.17416666667	0	129
2727.73416666667	0	5
2728.73416666667	0	25
2730.98416666667	0	117
2743.73583333333	0	8
2744.73666666667	0	28
2745.97	0	129
2759.73833333333	0	5
2760.74	0	25
2762.84833333333	0	117
2775.75833333333	0	5
2776.75833333333	0	25
2778.45916666667	0	117
2791.76083333333	0	7
2792.76916666667	0	27
2794.69416666667	0	125
2807.77083333333	0	5
2808.77083333333	0	25
2810.79666666667	0	117
2823.77333333333	0	6
2824.77333333333	0	26
2827.12333333333	0	121
2839.775	0	4
2840.78333333333	0	24
2842.1425	0	113
2855.78583333333	0	5
2856.79333333333	0	25
2857.85083333333	0	117
